"Name"|"Status"|"Year"|"Place"|"Type"|"Mass"|"(Lat,Long)"
"Northwest Africa 8045 **"|"Official"|"2013"|"Morocco"|"L5"|"5.5 kg"|" "
"Northwest Africa 8046 **"|"Official"|"2012"|"(Northwest Africa)"|"Lunar (feldsp. breccia)"|"47.3 g"|" "
"Northwest Africa 8048 **"|"Official"|"2013"|"(Northwest Africa)"|"Eucrite"|"141 g"|" "
"Northwest Africa 8049 **"|"Official"|"2013"|"(Northwest Africa)"|"Ureilite"|"368 g"|" "
"Northwest Africa 8050 **"|"Official"|"2013"|"(Northwest Africa)"|"CV3"|"720 g"|" "
"Northwest Africa 8051 **"|"Official"|"2012"|"(Northwest Africa)"|"L5"|"165 g"|" "
"Northwest Africa 8052 **"|"Official"|"2013"|"(Northwest Africa)"|"Ureilite"|"102 g"|" "
"Northwest Africa 8053 **"|"Official"|"2013"|"(Northwest Africa)"|"CV3"|"545 g"|" "
"Northwest Africa 8054 **"|"Official"|"2013"|"(Northwest Africa)"|"Achondrite-ung"|"118 g"|" "
"Northwest Africa 8055 **"|"Official"|"2013"|"(Northwest Africa)"|"Lunar (feldsp. breccia)"|"98 g"|" "
"Northwest Africa 8056 **"|"Official"|"2013"|"(Northwest Africa)"|"Eucrite"|"1560 g"|" "
"Northwest Africa 8057 **"|"Official"|"2013"|"(Northwest Africa)"|"Diogenite"|"100.8 g"|" "
"Northwest Africa 8058 **"|"Official"|"2013"|"(Northwest Africa)"|"L3"|"31.4 g"|" "
"Northwest Africa 8059 **"|"Official"|"2013"|"(Northwest Africa)"|"LL3.05"|"54.5 g"|" "
"Northwest Africa 8060 **"|"Official"|"2013"|"(Northwest Africa)"|"CM2"|"51.4 g"|" "
"Northwest Africa 8061 **"|"Official"|"2013"|"Morocco"|"H3.10"|"876 g"|" "
"Northwest Africa 8062 **"|"Official"|"2013"|"Morocco"|"LL6"|"202 g"|" "
"Northwest Africa 8063 **"|"Official"|"2013"|"Morocco"|"H4"|"573 g"|" "
"Northwest Africa 8064 **"|"Official"|"2013"|"Morocco"|"H6"|"2.97 kg"|" "
"Northwest Africa 8065 **"|"Official"|"2013"|"Morocco"|"L6"|"11.15 kg"|" "
"Northwest Africa 8066 **"|"Official"|"2013"|"Morocco"|"H5"|"4.04 kg"|" "
"Northwest Africa 8067 **"|"Official"|"2013"|"Morocco"|"H4"|"4.2 kg"|" "
"Northwest Africa 8068"|"Official"|"2012"|"(Northwest Africa)"|"L6"|"911 g"|" "
"Northwest Africa 8069"|"Official"|"2012"|"(Northwest Africa)"|"L3"|"3.77 kg"|" "
"Northwest Africa 8070"|"Official"|"2012"|"(Northwest Africa)"|"H4"|"480 g"|" "
"Northwest Africa 8071"|"Official"|"2012"|"(Northwest Africa)"|"L6"|"640 g"|" "
"Northwest Africa 8072"|"Official"|"2012"|"(Northwest Africa)"|"L5"|"199 g"|" "
"Northwest Africa 8073 **"|"Official"|"2012"|"(Northwest Africa)"|"H3"|"68 g"|" "
"Northwest Africa 8074"|"Official"|"2012"|"(Northwest Africa)"|"H5"|"295 g"|" "
"Northwest Africa 8075"|"Official"|"2012"|"(Northwest Africa)"|"L5-melt breccia"|"311 g"|" "
"Northwest Africa 8076"|"Official"|"2012"|"(Northwest Africa)"|"H6-melt breccia"|"72 g"|" "
"Northwest Africa 8077"|"Official"|"2012"|"(Northwest Africa)"|"CV3"|"61 g"|" "
"Northwest Africa 8078"|"Official"|"2012"|"(Northwest Africa)"|"L3"|"4.21 kg"|" "
"Northwest Africa 8079"|"Official"|"2012"|"(Northwest Africa)"|"H5"|"76 g"|" "
"Northwest Africa 8080"|"Official"|"2012"|"(Northwest Africa)"|"H5"|"44 g"|" "
"Northwest Africa 8081"|"Official"|"2012"|"(Northwest Africa)"|"L3"|"342 g"|" "
"Northwest Africa 8082"|"Official"|"2012"|"(Northwest Africa)"|"LL6"|"41 g"|" "
"Northwest Africa 8083"|"Official"|"2012"|"(Northwest Africa)"|"LL6"|"23 g"|" "
"Northwest Africa 8084"|"Official"|"2012"|"(Northwest Africa)"|"H5"|"27 g"|" "
"Northwest Africa 8085"|"Official"|"2012"|"(Northwest Africa)"|"H6-melt breccia"|"34 g"|" "
"Northwest Africa 8086 **"|"Official"|"2012"|"(Northwest Africa)"|"Eucrite-pmict"|"12 g"|" "
"Northwest Africa 8087 **"|"Official"|"2012"|"(Northwest Africa)"|"Diogenite"|"1000 g"|" "
"Northwest Africa 8088"|"Official"|"2013"|"(Northwest Africa)"|"L5"|"7.32 kg"|" "
"Northwest Africa 8089 **"|"Official"|"2013"|"(Northwest Africa)"|"CM2"|"13 g"|" "
"Northwest Africa 8090"|"Official"|"2013"|"(Northwest Africa)"|"L3"|"22 g"|" "
"Northwest Africa 8091 **"|"Official"|"2013"|"(Northwest Africa)"|"Ureilite"|"21 g"|" "
"Northwest Africa 8092 **"|"Official"|"2013"|"(Northwest Africa)"|"Howardite"|"29 g"|" "
"Northwest Africa 8093 **"|"Official"|"2013"|"(Northwest Africa)"|"Diogenite"|"44 g"|" "
"Northwest Africa 8094"|"Official"|"2013"|"(Northwest Africa)"|"L3"|"120 g"|" "
"Northwest Africa 8095"|"Official"|"2013"|"(Northwest Africa)"|"CO3"|"1285 g"|" "
"Northwest Africa 8096 **"|"Official"|"2013"|"(Northwest Africa)"|"CK6"|"95 g"|" "
"Northwest Africa 8097"|"Official"|"2013"|"(Northwest Africa)"|"L5"|"250 g"|" "
"Northwest Africa 8098"|"Official"|"2013"|"(Northwest Africa)"|"H5"|"211 g"|" "
"Northwest Africa 8099"|"Official"|"2013"|"(Northwest Africa)"|"L3"|"355 g"|" "
"Northwest Africa 8100"|"Official"|"2013"|"(Northwest Africa)"|"L5"|"240 g"|" "
"Northwest Africa 8101"|"Official"|"2013"|"(Northwest Africa)"|"H5"|"695 g"|" "
"Northwest Africa 8102"|"Official"|"2013"|"(Northwest Africa)"|"L5"|"435 g"|" "
"Northwest Africa 8103"|"Official"|"2013"|"(Northwest Africa)"|"L6"|"160 g"|" "
"Northwest Africa 8104"|"Official"|"2013"|"(Northwest Africa)"|"CO3"|"30 g"|" "
"Northwest Africa 8105"|"Official"|"2013"|"(Northwest Africa)"|"H5"|"115 g"|" "
"Northwest Africa 8106"|"Official"|"2013"|"(Northwest Africa)"|"LL6"|"43 g"|" "
"Northwest Africa 8107 **"|"Official"|"2013"|"(Northwest Africa)"|"Diogenite"|"2 kg"|" "
"Northwest Africa 8108"|"Official"|"2013"|"(Northwest Africa)"|"L3"|"670 g"|" "
"Northwest Africa 8109"|"Official"|"2011"|"(Northwest Africa)"|"L3"|"142 g"|" "
"Northwest Africa 8110"|"Official"|"2013"|"(Northwest Africa)"|"Ureilite"|"120 g"|" "
"Northwest Africa 8111"|"Official"|"2013"|"(Northwest Africa)"|"LL3"|"280 g"|" "
"Northwest Africa 8112"|"Official"|"2013"|"(Northwest Africa)"|"L5"|"1200 g"|" "
"Northwest Africa 8113"|"Official"|"2013"|"(Northwest Africa)"|"L5"|"895 g"|" "
"Northwest Africa 8114 **"|"Official"|"2013"|"Rio de Oro, Western Sahara"|"Martian (polymict breccia)"|"1.9 g"|"(24.079390, -14.786780)  "
"Northwest Africa 8115 **"|"Official"|"2006"|"(Northwest Africa)"|"Diogenite"|"237 g"|" "
"Northwest Africa 8116 **"|"Official"|"2007"|"(Northwest Africa)"|"Martian (shergottite)"|"0.48 g"|" "
"Northwest Africa 8117 **"|"Official"|"2013"|"(Northwest Africa)"|"Eucrite"|"2.41 g"|" "
"Northwest Africa 8118 **"|"Official"|"2013"|"(Northwest Africa)"|"Lodranite"|"955 g"|" "
"Northwest Africa 8119 **"|"Official"|"2013"|"(Northwest Africa)"|"Diogenite"|"344 g"|" "
"Northwest Africa 8120 **"|"Official"|"2013"|"(Northwest Africa)"|"Eucrite"|"1840 g"|" "
"Northwest Africa 8121 **"|"Official"|"2013"|"(Northwest Africa)"|"L3"|"583 g"|" "
"Northwest Africa 8122 **"|"Official"|"2013"|"(Northwest Africa)"|"L3"|"128.5 g"|" "
"Northwest Africa 8123 **"|"Official"|"2013"|"(Northwest Africa)"|"H(L)3.1"|"177.5 g"|" "
"Northwest Africa 8124 **"|"Official"|"2013"|"(Northwest Africa)"|"LL3"|"238 g"|" "
"Northwest Africa 8125 **"|"Official"|"2013"|"(Northwest Africa)"|"H5"|"156 g"|" "
"Northwest Africa 8126 **"|"Official"|"2013"|"(Northwest Africa)"|"CO3"|"51 g"|" "
"Northwest Africa 8127 **"|"Official"|"2012"|"(Northwest Africa)"|"Lunar (gabbro)"|"529 g"|" "
"Northwest Africa 8128 **"|"Official"|"2013"|"(Northwest Africa)"|"L4"|"791 g"|" "
"Northwest Africa 8129 **"|"Official"|"2013"|"(Northwest Africa)"|"H4"|"610 g"|" "
"Northwest Africa 8130 **"|"Official"|"2013"|"(Northwest Africa)"|"H4"|"220 g"|" "
"Northwest Africa 8131 **"|"Official"|"2013"|"(Northwest Africa)"|"CO3"|"39.8 g"|" "
"Northwest Africa 8132 **"|"Official"|"2013"|"(Northwest Africa)"|"Ureilite"|"79 g"|" "
"Northwest Africa 8133 **"|"Official"|"2013"|"(Northwest Africa)"|"L3"|"317 g"|" "
"Northwest Africa 8134 **"|"Official"|"2013"|"(Northwest Africa)"|"H4"|"1354 g"|" "
"Northwest Africa 8135 **"|"Official"|"2013"|"(Northwest Africa)"|"CO3"|"47.8 g"|" "
"Northwest Africa 8136 **"|"Official"|"2013"|"(Northwest Africa)"|"Ureilite"|"16.5 g"|" "
"Northwest Africa 8137 **"|"Official"|"2013"|"(Northwest Africa)"|"Ureilite"|"55.2 g"|" "
"Northwest Africa 8138 **"|"Official"|"2013"|"(Northwest Africa)"|"H6"|"67.8 g"|" "
"Northwest Africa 8139"|"Official"|"2013"|"Morocco"|"H4"|"178 g"|" "
"Northwest Africa 8140 **"|"Official"|"2013"|"(Northwest Africa)"|"L5"|"92.5 g"|" "
"Northwest Africa 8141 **"|"Official"|"2002"|"(Northwest Africa)"|"L3-6"|"45 g"|" "
"Northwest Africa 8142 **"|"Official"|"2010"|"(Northwest Africa)"|"L5-melt breccia"|"12 g"|" "
"Northwest Africa 8143 **"|"Official"|"2013"|"Morocco"|"LL3"|"310 g"|" "
"Northwest Africa 8144"|"Official"|"1993"|"Morocco"|"L4"|"148.9 g"|" "
"Northwest Africa 8145"|"Official"|"1993"|"Morocco"|"L5"|"162.2 g"|" "
"Northwest Africa 8146"|"Official"|"1993"|"Morocco"|"L6"|"111.3 g"|" "
"Northwest Africa 8147"|"Official"|"1993"|"Morocco"|"H4"|"52.1 g"|" "
"Northwest Africa 8148"|"Official"|"1993"|"Morocco"|"H4"|"196.2 g"|" "
"Northwest Africa 8149"|"Official"|"1993"|"Morocco"|"L6"|"611 g"|" "
"Northwest Africa 8150"|"Official"|"1993"|"Morocco"|"L6"|"126.7 g"|" "
"Northwest Africa 8151"|"Official"|"1993"|"Morocco"|"H4"|"838 g"|" "
"Northwest Africa 8152"|"Official"|"1993"|"Morocco"|"L6"|"1331 g"|" "
"Northwest Africa 8153"|"Official"|"1993"|"Morocco"|"L6"|"891 g"|" "
"Northwest Africa 8154 **"|"Official"|"2005"|"(Northwest Africa)"|"Iron, IAB-ung"|"5.3 kg"|" "
"Northwest Africa 8155 **"|"Official"|"2011"|"(Northwest Africa)"|"Iron, IAB-ung"|"208 g"|" "
"Northwest Africa 8156 **"|"Official"|"2011"|"(Northwest Africa)"|"Iron, IVA"|"6.5 kg"|" "
"Northwest Africa 8157 **"|"Official"|"2011"|"(Northwest Africa)"|"CM2"|"82 g"|" "
"Northwest Africa 8158 **"|"Official"|"2011"|"(Northwest Africa)"|"Eucrite"|"70 g"|" "
"Northwest Africa 8159 **"|"Official"|"2013"|"Morocco"|"Martian (augite basalt)"|"149.4 g"|" "
"Northwest Africa 8160 **"|"Official"|"2013"|"Morocco"|"CV3"|"5.3 kg"|" "
"Northwest Africa 8161 **"|"Official"|"2013"|"Morocco"|"Martian (shergottite)"|"216 g"|" "
"Northwest Africa 8162 **"|"Official"|"2013"|"Morocco"|"Eucrite-mmict"|"297 g"|" "
"Northwest Africa 8163 **"|"Official"|"2006"|"(Northwest Africa)"|"H4"|"35.7 g"|" "
"Northwest Africa 8164 **"|"Official"|"2013"|"(Northwest Africa)"|"CK6"|"62 g"|" "
"Northwest Africa 8165 **"|"Official"|"2012"|"Mauritania"|"LL6"|"125 g"|" "
"Northwest Africa 8166 **"|"Official"|"2012"|"Mauritania"|"L6"|"225 g"|" "
"Northwest Africa 8167 **"|"Official"|"2012"|"Mauritania"|"Ureilite"|"435 g"|" "
"Northwest Africa 8168 **"|"Official"|"2012"|"Mauritania"|"Ureilite"|"1200 g"|" "
"Northwest Africa 8169 **"|"Official"|"2011"|"(Northwest Africa)"|"L6"|"1645 g"|" "
"Northwest Africa 8170 **"|"Official"|"2013"|"Morocco"|"Eucrite-pmict"|"89.2 g"|" "
"Northwest Africa 8171 **"|"Official"|"2013"|"(Northwest Africa)"|"Martian (polymict breccia)"|"81.9 g"|" "
"Northwest Africa 8172 **"|"Official"|"2013"|"(Northwest Africa)"|"Ureilite"|"334 g"|" "
"Northwest Africa 8173 **"|"Official"|"2013"|"(Northwest Africa)"|"Enst achon"|"67.2 g"|" "
"Northwest Africa 8174 **"|"Official"|"2013"|"(Northwest Africa)"|"Eucrite-pmict"|"150 g"|" "
"Northwest Africa 8175 **"|"Official"|"2013"|"(Northwest Africa)"|"CK4"|"62 g"|" "
"Northwest Africa 8176 **"|"Official"|"2004"|"(Northwest Africa)"|"Eucrite-pmict"|"380 g"|" "
"Northwest Africa 8177 **"|"Official"|"2008"|"(Northwest Africa)"|"Eucrite-mmict"|"3.93 kg"|" "
"Northwest Africa 8178 **"|"Official"|"2013"|"(Northwest Africa)"|"Diogenite"|"397 g"|" "
"Northwest Africa 8179 **"|"Official"|"2013"|"(Northwest Africa)"|"Ureilite"|"245 g"|" "
"Northwest Africa 8180 **"|"Official"|"2013"|"(Northwest Africa)"|"Eucrite"|"235 g"|" "
"Northwest Africa 8181 **"|"Official"|"2013"|"Morocco"|"Lunar (feldsp. breccia)"|"18.2 g"|" "
"Northwest Africa 8182 **"|"Official"|"2013"|"(Northwest Africa)"|"Lunar (feldsp. breccia)"|"15.6 g"|" "
"Northwest Africa 8183 **"|"Official"|"2013"|"(Northwest Africa)"|"LL(L)3.2"|"307 g"|" "
"Northwest Africa 8184 **"|"Official"|"2013"|"(Northwest Africa)"|"L3.7"|"4.3 kg"|" "
"Northwest Africa 8185 **"|"Official"|"2009"|"(Northwest Africa)"|"L5"|"793 g"|" "
"Northwest Africa 8186 **"|"Official"|"2013"|"(Northwest Africa)"|"Achondrite-ung"|"5.9 g"|" "
"Northwest Africa 8187 **"|"Official"|"2013"|"Rio de Oro, Western Sahara"|"Eucrite-mmict"|"682 g"|"(24.767000, -13.018400)  "
"Northwest Africa 8188 **"|"Official"|"2013"|"(Northwest Africa)"|"Howardite"|"123.7 g"|" "
"Northwest Africa 8189"|"Official"|"2012"|"(Northwest Africa)"|"L5/6"|"557 g"|" "
"Northwest Africa 8190 **"|"Official"|"2007"|"(Northwest Africa)"|"CK3"|"660 g"|" "
"Northwest Africa 8191 **"|"Official"|"2013"|"(Northwest Africa)"|"L3"|"1100 g"|" "
"Northwest Africa 8192"|"Official"|"2013"|"(Northwest Africa)"|"L5/6"|"164 g"|" "
"Northwest Africa 8193 **"|"Official"|"2010"|"(Northwest Africa)"|"LL6"|"1016 g"|" "
"Northwest Africa 8194 **"|"Official"|"2010"|"(Northwest Africa)"|"Eucrite-pmict"|"158 g"|" "
"Northwest Africa 8195 **"|"Official"|"2011"|"(Northwest Africa)"|"Eucrite-pmict"|"86 g"|" "
"Northwest Africa 8196 **"|"Official"|"2013"|"(Northwest Africa)"|"Eucrite"|"290 g"|" "
"Northwest Africa 8197 **"|"Official"|"2013"|"(Northwest Africa)"|"Eucrite"|"57 g"|" "
"Northwest Africa 8198 **"|"Official"|"2013"|"(Northwest Africa)"|"Eucrite-pmict"|"60 g"|" "
"Northwest Africa 8200"|"Official"|"2012"|"(Northwest Africa)"|"L6"|"260 g"|" "
"Northwest Africa 8201"|"Official"|"2011"|"(Northwest Africa)"|"L6"|"66 g"|" "
"Northwest Africa 8202"|"Official"|"2011"|"(Northwest Africa)"|"LL5"|"59 g"|" "
"Northwest Africa 8203"|"Official"|"2013"|"(Northwest Africa)"|"L(LL)3"|"53 g"|" "
"Northwest Africa 8204"|"Official"|"2013"|"(Northwest Africa)"|"L3"|"130 g"|" "
"Northwest Africa 8205 **"|"Official"|"2013"|"(Northwest Africa)"|"Ureilite"|"140 g"|" "
"Northwest Africa 8206"|"Official"|"2008"|"(Northwest Africa)"|"H5"|"14.5 kg"|" "
"Northwest Africa 8207"|"Official"|"2008"|"(Northwest Africa)"|"L6"|"18 kg"|" "
"Northwest Africa 8208 **"|"Official"|"2012"|"(Northwest Africa)"|"CV3"|"120 g"|" "
"Northwest Africa 8209"|"Official"|"2012"|"(Northwest Africa)"|"LL6"|"420 g"|" "
"Northwest Africa 8210"|"Official"|"2002"|"(Northwest Africa)"|"LL3"|"410 g"|" "
"Northwest Africa 8211"|"Official"|"2013"|"(Northwest Africa)"|"CO3"|"80 g"|" "
"Northwest Africa 8212 **"|"Official"|"2013"|"(Northwest Africa)"|"H-melt rock"|"500 g"|" "
"Northwest Africa 8213"|"Official"|"2013"|"(Northwest Africa)"|"H6"|"410 g"|" "
"Northwest Africa 8214 **"|"Official"|"2013"|"(Northwest Africa)"|"CK5"|"380 g"|" "
"Northwest Africa 8215"|"Official"|"2013"|"(Northwest Africa)"|"L(LL)3"|"1197 g"|" "
"Northwest Africa 8216 **"|"Official"|"2013"|"(Northwest Africa)"|"Lodranite"|"176 g"|" "
"Northwest Africa 8217 **"|"Official"|"2013"|"(Northwest Africa)"|"L5"|"490 g"|" "
"Northwest Africa 8218 **"|"Official"|"2013"|"(Northwest Africa)"|"CK4"|"68 g"|" "
"Northwest Africa 8219 **"|"Official"|"2013"|"(Northwest Africa)"|"Ureilite"|"86 g"|" "
"Northwest Africa 8220 **"|"Official"|"2013"|"(Northwest Africa)"|"H6"|"509 g"|" "
"Northwest Africa 8221 **"|"Official"|"2013"|"(Northwest Africa)"|"CK5"|"485 g"|" "
"Northwest Africa 8222 **"|"Official"|"2013"|"(Northwest Africa)"|"Lunar (feldsp. breccia)"|"209 g"|" "
"Northwest Africa 8223 **"|"Official"|"2013"|"(Northwest Africa)"|"CO3"|"35 g"|" "
"Northwest Africa 8224 **"|"Official"|"2013"|"(Northwest Africa)"|"Eucrite-pmict"|"22 g"|" "
"Northwest Africa 8225 **"|"Official"|"2013"|"(Northwest Africa)"|"H4"|"100 g"|" "
"Northwest Africa 8226 **"|"Official"|"2013"|"(Northwest Africa)"|"Ureilite"|"220 g"|" "
"Northwest Africa 8227 **"|"Official"|"2013"|"(Northwest Africa)"|"H4"|"153 g"|" "
"Northwest Africa 8228 **"|"Official"|"2013"|"(Northwest Africa)"|"CM2"|"45 g"|" "
"Northwest Africa 8229 **"|"Official"|"2013"|"(Northwest Africa)"|"Ureilite"|"406 g"|" "
"Northwest Africa 8230 **"|"Official"|"2013"|"(Northwest Africa)"|"H3"|"127 g"|" "
"Northwest Africa 8231 **"|"Official"|"2005"|"(Northwest Africa)"|"H4-6"|"356 g"|" "
"Northwest Africa 8232 **"|"Official"|"2005"|"(Northwest Africa)"|"LL5"|"73 g"|" "
"Northwest Africa 8233 **"|"Official"|"2013"|"(Northwest Africa)"|"H6"|"916 g"|" "
"Northwest Africa 8234 **"|"Official"|"2013"|"(Northwest Africa)"|"Mesosiderite-C2"|"905 g"|" "
"Northwest Africa 8235 **"|"Official"|"2013"|"(Northwest Africa)"|"Eucrite-mmict"|"140 g"|" "
"Northwest Africa 8236"|"Official"|"2013"|"(Northwest Africa)"|"CR2"|"71 g"|" "
"Northwest Africa 8237"|"Official"|"2013"|"(Northwest Africa)"|"LL3"|"25 g"|" "
"Northwest Africa 8238"|"Official"|"2013"|"(Northwest Africa)"|"LL6"|"1050 g"|" "
"Northwest Africa 8239 **"|"Official"|"2012"|"(Northwest Africa)"|"LL7"|"50 g"|" "
"Northwest Africa 8240 **"|"Official"|"2013"|"(Northwest Africa)"|"EL6"|"55.1 g"|" "
"Northwest Africa 8241"|"Official"|"2013"|"(Northwest Africa)"|"L5"|"355 g"|" "
"Northwest Africa 8242 **"|"Official"|"2013"|"(Northwest Africa)"|"CK3"|"27.8 g"|" "
"Northwest Africa 8243"|"Official"|"2013"|"(Northwest Africa)"|"L3"|"5.94 kg"|" "
"Northwest Africa 8244"|"Official"|"2013"|"(Northwest Africa)"|"L3"|"283 g"|" "
"Northwest Africa 8245"|"Official"|"2013"|"(Northwest Africa)"|"LL6"|"2.12 kg"|" "
"Northwest Africa 8246"|"Official"|"2012"|"(Northwest Africa)"|"LL6"|"41 g"|" "
"Northwest Africa 8247"|"Official"|"2012"|"(Northwest Africa)"|"LL6"|"202 g"|" "
"Northwest Africa 8248"|"Official"|"2012"|"(Northwest Africa)"|"L3"|"14.8 g"|" "
"Northwest Africa 8249"|"Official"|"2012"|"(Northwest Africa)"|"L6"|"605 g"|" "
"Northwest Africa 8250"|"Official"|"2013"|"(Northwest Africa)"|"L6"|"755 g"|" "
"Northwest Africa 8251 **"|"Official"|"2013"|"(Northwest Africa)"|"Lodranite"|"853 g"|" "
"Northwest Africa 8252 **"|"Official"|"2013"|"(Northwest Africa)"|"LL5"|"52 g"|" "
"Northwest Africa 8253 **"|"Official"|"2013"|"(Northwest Africa)"|"L3"|"59 g"|" "
"Northwest Africa 8254 **"|"Official"|"2013"|"(Northwest Africa)"|"Eucrite-br"|"105 g"|" "
"Northwest Africa 8255 **"|"Official"|"2013"|"(Northwest Africa)"|"H5"|"1248 g"|" "
"Northwest Africa 8256 **"|"Official"|"2013"|"(Northwest Africa)"|"L5"|"816 g"|" "
"Northwest Africa 8257 **"|"Official"|"2013"|"(Northwest Africa)"|"L3.15"|"17.45 kg"|" "
"Northwest Africa 8258 **"|"Official"|"2013"|"(Northwest Africa)"|"L3"|"2.2 kg"|" "
"Northwest Africa 8260 **"|"Official"|"2013"|"(Northwest Africa)"|"LL3"|"374 g"|" "
"Northwest Africa 8261 **"|"Official"|"2014"|"(Northwest Africa)"|"Eucrite-pmict"|"559 g"|" "
"Northwest Africa 8262 **"|"Official"|"2014"|"(Northwest Africa)"|"L-melt breccia"|"1993 g"|" "
"Northwest Africa 8263 **"|"Official"|"2014"|"(Northwest Africa)"|"L3"|"226 g"|" "
"Northwest Africa 8264 **"|"Official"|"2014"|"(Northwest Africa)"|"Eucrite"|"57.9 g"|" "
"Northwest Africa 8265 **"|"Official"|"2014"|"(Northwest Africa)"|"Diogenite"|"227 g"|" "
"Northwest Africa 8266 **"|"Official"|"2014"|"(Northwest Africa)"|"Eucrite-mmict"|"235 g"|" "
"Northwest Africa 8267 **"|"Official"|"2014"|"(Northwest Africa)"|"CM2"|"64.3 g"|" "
"Northwest Africa 8268 **"|"Official"|"2013"|"(Northwest Africa)"|"Achondrite-ung"|"3.23 g"|" "
"Northwest Africa 8269 **"|"Official"|"2013"|"(Northwest Africa)"|"H7"|"637 g"|" "
"Northwest Africa 8270 **"|"Official"|"2013"|"(Northwest Africa)"|"H4"|"1069 g"|" "
"Northwest Africa 8271 **"|"Official"|"2013"|"(Northwest Africa)"|"L5"|"145 g"|" "
"Northwest Africa 8272"|"Official"|"2013"|"Morocco"|"L6"|"292 g"|" "
"Northwest Africa 8273 **"|"Official"|"2013"|"Morocco"|"LL5"|"270 g"|" "
"Northwest Africa 8274"|"Official"|"2012"|"Anoual, Morocco"|"L6"|"371 g"|" "
"Northwest Africa 8275 **"|"Official"|"2012"|"Anoual, Morocco"|"LL7"|"374 g"|" "
"Northwest Africa 8276 **"|"Official"|"2013"|"(Northwest Africa)"|"L3.00"|"789 g"|" "
"Northwest Africa 8277 **"|"Official"|"2013"|"(Northwest Africa)"|"Lunar"|"773 g"|" "
"Northwest Africa 8278"|"Official"|"2011"|"(Northwest Africa)"|"H4"|"34 g"|" "
"Northwest Africa 8279"|"Official"|"2011"|"(Northwest Africa)"|"L4"|"33 g"|" "
"Northwest Africa 8280"|"Official"|"2011"|"(Northwest Africa)"|"H4"|"36 g"|" "
"Northwest Africa 8281"|"Official"|"2011"|"(Northwest Africa)"|"H5"|"132 g"|" "
"Northwest Africa 8282"|"Official"|"2011"|"(Northwest Africa)"|"H5"|"134 g"|" "
"Northwest Africa 8283"|"Official"|"2011"|"(Northwest Africa)"|"H5"|"55 g"|" "
"Northwest Africa 8284"|"Official"|"2011"|"(Northwest Africa)"|"L5"|"60 g"|" "
"Northwest Africa 8285"|"Official"|"2011"|"(Northwest Africa)"|"L6"|"48 g"|" "
"Northwest Africa 8286"|"Official"|"2011"|"(Northwest Africa)"|"L6"|"34 g"|" "
"Northwest Africa 8287 **"|"Official"|"2013"|"(Northwest Africa)"|"Acapulcoite"|"221 g"|" "
"Northwest Africa 8288 **"|"Official"|"2013"|"(Northwest Africa)"|"CV3"|"123.3 g"|" "
"Northwest Africa 8289 **"|"Official"|"2013"|"(Northwest Africa)"|"CV3"|"333 g"|" "
"Northwest Africa 8290 **"|"Official"|"2013"|"(Northwest Africa)"|"CO3.1"|"167.8 g"|" "
"Northwest Africa 8291 **"|"Official"|"2013"|"(Northwest Africa)"|"Mesosiderite"|"296 g"|" "
"Northwest Africa 8292 **"|"Official"|"2013"|"(Northwest Africa)"|"L5"|"361 g"|" "
"Northwest Africa 8293 **"|"Official"|"2013"|"(Northwest Africa)"|"L5"|"189 g"|" "
"Northwest Africa 8294 **"|"Official"|"2013"|"(Northwest Africa)"|"H6"|"1206 g"|" "
"Northwest Africa 8295 **"|"Official"|"2013"|"(Northwest Africa)"|"H4"|"133.4 g"|" "
"Northwest Africa 8296 **"|"Official"|"2013"|"(Northwest Africa)"|"L5"|"160 g"|" "
"Northwest Africa 8297 **"|"Official"|"2013"|"(Northwest Africa)"|"H6"|"1650 g"|" "
"Northwest Africa 8298 **"|"Official"|"2013"|"(Northwest Africa)"|"L5"|"207 g"|" "
"Northwest Africa 8299"|"Official"|"2000"|"(Northwest Africa)"|"L5"|"0.5 g"|" "
"Northwest Africa 8300 **"|"Official"|"2013"|"Morocco"|"CM2"|"48.9 g"|" "
"Northwest Africa 8301 **"|"Official"|"2013"|"Morocco"|"CM2"|"6.7 g"|" "
"Northwest Africa 8302 **"|"Official"|"2010"|"(Northwest Africa)"|"Iron, IIAB"|"22.4 kg"|" "
"Northwest Africa 8303 **"|"Official"|"2013"|"(Northwest Africa)"|"L3"|"916 g"|" "
"Northwest Africa 8304 **"|"Official"|"2013"|"(Northwest Africa)"|"Lodranite"|"433 g"|" "
"Northwest Africa 8305 **"|"Official"|"2013"|"(Northwest Africa)"|"L3"|"895 g"|" "
"Northwest Africa 8306 **"|"Official"|"2014"|"(Northwest Africa)"|"Lunar (feldsp. breccia)"|"1389 g"|" "
"Northwest Africa 8307 **"|"Official"|"2012"|"(Northwest Africa)"|"Ureilite"|"418 g"|" "
"Northwest Africa 8308 **"|"Official"|"2012"|"(Northwest Africa)"|"Howardite"|"605 g"|" "
"Northwest Africa 8309 **"|"Official"|"2012"|"(Northwest Africa)"|"Eucrite"|"424 g"|" "
"Northwest Africa 8310 **"|"Official"|"2012"|"(Northwest Africa)"|"LL5-7"|"457 g"|" "
"Northwest Africa 8311 **"|"Official"|"2012"|"(Northwest Africa)"|"Ureilite"|"926 g"|" "
"Northwest Africa 8312 **"|"Official"|"2014"|"(Northwest Africa)"|"L-melt breccia"|"1338 g"|" "
